Nom structure,Type cours,Nom cours,Jour de la semaine,Heure du début,Heure de fin,Durée,Age1,Age2,Age3,Nom Prof,Info cours1,Info cours2,Niveau1,Niveau2,Age min.,Age max.,Cours individuel / particulier,Cours pour handicapés,Récurrence,Pas cours pendant les vacances scolaires,Date début,Date fin,Stage : J1 (ou cours à plusieurs jours),Heure de début J1,Durée J1,Stage : J2,Heure de début J2,Durée J2,Stage : J3,Heure de début J3,Durée J3,Stage : J4,Heure de début J4,Durée J4,Stage : J5,Heure de début J5,Durée J5,Adhésion / inscription annuelle obligatoire ?,Prix (à p. de) adhésion/inscription annuelle adultes,Prix (à p. de) adhésion/inscription annuelle enfants,Info adhésion / inscription,Gratuit,Prix cours individuel / stage (adhésion obligatoire ou non),Prix cours annuel (1 cours / semaine),Forfait : 2 cours / semaine,Prix cours par semestre,Prix cours par trimestre,Prix cours par mois,Prix carnet 5 cours,Durée validité carnet 5 cours (en nbre de mois),Prix carnet 10 cours,Durée validité carnet 10 cours (en nbre de mois),Prix carnet 20 cours,Durée validité carnet 20 cours,Prix carnet 30 cours,Durée validité carnet 30 cours,Prix carnet 40 cours,Durée validité carnet 40 cours,Prix carnet 50 cours,Durée validité carnet 50 cours,Nbre de cours : XX,Prix carnet XX cours,Durée validité carnet XX cours ,Nbre de cours : YY,Prix carnet YY cours,Durée validité carnet YY cours,Nbre de cours : ZZ,Prix carnet ZZ cours,Durée validité carnet ZZ cours,Carte illimitée,Durée validité carte illimitée,Cours exclus de la carte illimitée,Info prix1,Info prix2,Promo,Tarif étudiant,Tarif jeunes / seniors,Tarif demandeur d'emploi,Tarif RSA / bas revenus,Tarif famille nombreuse,Prix dégressif à p. de 2 cours,Tarif couple,Autres tarifs préférentiels,Offre exceptionnelle,Prix cours d'essai,Détail,Prix1,Type Prix1,Prix2,Type Prix2,Prix3 : prix unitaire approx. (hors adhésion annuelle),Nbre semaines pour calcul Prix3
Académie Inter Musicale de Paris - Bastille,Cours,Eveil musical,Samedi,,,1:00,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,Ini,,5,7,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10
Académie Inter Musicale de Paris - Bastille,Cours,Accordéon diatonique (portugais),,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,Batterie (anglais),,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,"Clarinette (chinois, espagnol)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,Flûte à bec (espagnol),,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,"Flûte traversière (italien, russe, coréen)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,"Guitare (anglais, portugais, russe, bulgare, espagnol, serbe)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,"Harpe (anglais, espagnol, serbe)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,Luth (russe),,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,"Piano (espagnol, russe)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,Saxophone (portugais),,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,"Violon (italien, espagnol, serbe)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,"Violoncelle (anglais, espagnol)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Bastille,Cours,Tout instrument,,,,0:20,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,5,7,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,/ trimestre,,,17,10
Académie Inter Musicale de Paris - Bastille,Cours,Tout instrument,,,,0:30,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,D,M,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,/ trimestre,,,24,10
Académie Inter Musicale de Paris - Bastille,Cours,Tout instrument,,,,0:40,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,M,I,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,/ trimestre,,,31,10
Académie Inter Musicale de Paris - Bastille,Cours,Tout instrument,,,,0:50,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,I,A,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,/ trimestre,,,38,10
Académie Inter Musicale de Paris - Bastille,Cours,Tout instrument,,,,1:00,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,A,,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,/ trimestre,,,45,10
Académie Inter Musicale de Paris - Bastille,Cours,Chant,,,,0:20,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,5,7,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,/ trimestre,,,17,10
Académie Inter Musicale de Paris - Bastille,Cours,Chant,,,,0:30,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,D,M,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,/ trimestre,,,24,10
Académie Inter Musicale de Paris - Bastille,Cours,Chant,,,,0:40,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,M,I,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,/ trimestre,,,31,10
Académie Inter Musicale de Paris - Bastille,Cours,Chant,,,,0:50,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,I,A,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,/ trimestre,,,38,10
Académie Inter Musicale de Paris - Bastille,Cours,Chant,,,,1:00,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,A,,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,/ trimestre,,,45,10
Académie Inter Musicale de Paris - Bastille,Cours,Solfège,,,,,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,/ trimestre,,,10,10
Académie Inter Musicale de Paris - Voltaire,Cours,Eveil théâtral,Mercredi,,,1:00,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,Ini,,3,6,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10
Académie Inter Musicale de Paris - Voltaire,Cours,Eveil musical,Mercredi,,,0:30,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,Ini,,1,2,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,/ trimestre,,,10,10
Académie Inter Musicale de Paris - Voltaire,Cours,Eveil musical,Mercredi,,,0:40,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,Ini,,3,4,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,/ trimestre,,,12,10
Académie Inter Musicale de Paris - Voltaire,Cours,Eveil musical,Mercredi,,,1:00,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,Ini,,5,7,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10
Académie Inter Musicale de Paris - Voltaire,Cours,Eveil théâtral,Samedi,,,1:00,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,Ini,,3,6,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10
Académie Inter Musicale de Paris - Voltaire,Cours,Eveil musical,Samedi,,,0:30,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,Ini,,1,2,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,/ trimestre,,,10,10
Académie Inter Musicale de Paris - Voltaire,Cours,Eveil musical,Samedi,,,0:40,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,Ini,,3,4,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,/ trimestre,,,12,10
Académie Inter Musicale de Paris - Voltaire,Cours,Eveil musical,Samedi,,,1:00,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,Ini,,5,7,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,/ trimestre,,,14,10
Académie Inter Musicale de Paris - Voltaire,Cours,Accordéon diatonique (portugais),,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,Batterie (anglais),,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,"Clarinette (chinois, espagnol)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,Flûte à bec (espagnol),,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,"Flûte traversière (italien, russe, coréen)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,"Guitare (anglais, portugais, russe, bulgare, espagnol, serbe)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,"Harpe (anglais, espagnol, serbe)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,Luth (russe),,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,"Piano (espagnol, russe)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,Saxophone (portugais),,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,"Violon (italien, espagnol, serbe)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,"Violoncelle (anglais, espagnol)",,,,,Adulte,Ado,Enfant,,1 cours = 2 apprentissages !,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix à définir.,,,,,,,,,,,,,,-1,,,,,
Académie Inter Musicale de Paris - Voltaire,Cours,Tout instrument,,,,0:20,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,5,7,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,/ trimestre,,,17,10
Académie Inter Musicale de Paris - Voltaire,Cours,Tout instrument,,,,0:30,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,D,M,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,/ trimestre,,,24,10
Académie Inter Musicale de Paris - Voltaire,Cours,Tout instrument,,,,0:40,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,M,I,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,/ trimestre,,,31,10
Académie Inter Musicale de Paris - Voltaire,Cours,Tout instrument,,,,0:50,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,I,A,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,/ trimestre,,,38,10
Académie Inter Musicale de Paris - Voltaire,Cours,Tout instrument,,,,1:00,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,A,,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,/ trimestre,,,45,10
Académie Inter Musicale de Paris - Voltaire,Cours,Chant,,,,0:20,Enfant,,,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,5,7,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,/ trimestre,,,17,10
Académie Inter Musicale de Paris - Voltaire,Cours,Chant,,,,0:30,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,D,M,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,/ trimestre,,,24,10
Académie Inter Musicale de Paris - Voltaire,Cours,Chant,,,,0:40,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,M,I,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,/ trimestre,,,31,10
Académie Inter Musicale de Paris - Voltaire,Cours,Chant,,,,0:50,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,I,A,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,/ trimestre,,,38,10
Académie Inter Musicale de Paris - Voltaire,Cours,Chant,,,,1:00,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,A,,8,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,/ trimestre,,,45,10
Académie Inter Musicale de Paris - Voltaire,Cours,Solfège,,,,,Adulte,Ado,Enfant,,,Contactez l'Association pour connaître le jour et les horaires des cours et confirmer le lieu.,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,/ trimestre,,,10,10
Académie Inter Musicale de Paris - Convention,Cours,Chorale,Mardi,6:45 PM,,1:00,Enfant,,,,,,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,/ trimestre,,,5,10
Académie Inter Musicale de Paris - Convention,Cours,Chorale,Jeudi,6:10 PM,,1:00,Enfant,,,,,,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,/ trimestre,,,5,10
Académie Inter Musicale de Paris - 13ème,Cours,Chorale,Mardi,7:45 PM,,1:30,Adulte,Ado,Enfant,,,,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,/ trimestre,,,7,10
Académie Inter Musicale de Paris - 12ème,Cours,Chorale,Mercredi,8:30 PM,,1:30,Adulte,Ado,Enfant,,,,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,/ trimestre,,,7,10
Académie Inter Musicale de Paris - Convention,Cours,Chorale,Jeudi,8:10 PM,,1:30,Adulte,Ado,Enfant,,,,TN,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,/ trimestre,,,7,10
Académie Inter Musicale de Paris - Voltaire,Cours,Art lyrique,Samedi,4:00 PM,,2:00,Adulte,Ado,Enfant,,45min par semaine.,Cours en trio.,TN,,8,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,/ trimestre,,,24,10
Académie Inter Musicale de Paris - Voltaire,Cours,Art lyrique,Samedi,4:00 PM,,2:00,Adulte,Ado,Enfant,,60min par semaine.,Cours en quator.,TN,,8,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,/ trimestre,,,24,10
Académie Inter Musicale de Paris - Voltaire,Cours,Art lyrique,Samedi,4:00 PM,,2:00,Adulte,Ado,Enfant,,75min par semaine.,Cours en quintette.,TN,,8,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,/ trimestre,,,24,10
Académie Inter Musicale de Paris - 13ème,Cours,Solfège chanteur,Mercredi,8:10 PM,,1:00,Adulte,Ado,Enfant,,Niveau minimum : 3ᵉ année de formation musicale (FM).,,A,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,/ trimestre,,,10,10
Académie Inter Musicale de Paris - 12ème,Cours,Analyse musicale,Mercredi,8:30 PM,,1:00,Adulte,Ado,Enfant,,,,TN,,8,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,/ trimestre,,,10,10
Académie Inter Musicale de Paris - 13ème,Cours,Ecriture musicale,Mercredi,8:50 PM,,1:00,Adulte,Ado,Enfant,,Entre 1 et 3 élèves par classe.,,TN,,8,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,/ trimestre,,,17,10
Académie Inter Musicale de Paris - Mistral,Cours,Ecriture musicale,Jeudi,8:50 PM,,1:00,Adulte,Ado,Enfant,,Entre 1 et 3 élèves par classe.,,TN,,8,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,/ trimestre,,,17,10
Académie Inter Musicale de Paris - 13ème,Cours,Harmonie jazz,Jeudi,8:00 PM,,1:00,Adulte,Ado,Enfant,,Niveau minimum : 3ᵉ année de formation musicale (FM).,,A,,8,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,/ trimestre,,,10,10
Académie Inter Musicale de Paris - Convention,Cours,Harmonie jazz,Mercredi,7:00 PM,,1:00,Adulte,Ado,Enfant,,Niveau minimum : 3ᵉ année de formation musicale (FM).,,A,,8,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,/ trimestre,,,10,10
