lasocieteartistique@wanadoo.fr;Nom de la structure;Site web;1_N° + Rue;1_Code postal;1_Ville;2_N° rue;2_Code postal;2_Ville;3_N° rue;3_Code postal;3_Ville;4_N° rue;4_Code postal;4_Ville;5_N° rue;5_Code postal;5_Ville;1_Discipline;2_Discipline;3_Discipline;4_Discipline;5_Discipline;6_Discipline;7_Discipline;8_Discipline;9_Discipline;10_Discipline;"Email 1 =if(or(AD7=AD6,AD7=AD8),""doublon"","""")";Email 2;Email 3;Email 4;Email 5;Tél 1;Tél 2;Tél 3;COMMENTAIRES;Evaluation du référencement : +/-;Qui ?;Rajout
2942;Claje;claje.asso.fr;10 rue Erard;75012;Paris;4 passage Stinville;75012;Paris;36 quai de la Rapée;75012;Paris;1-3 rue Victor Gelez;75011;Paris;19 rue Antoine Julien Hénard;75012;Paris;Autres arts plastiques;Danses sportives standards & latines;Coaching sportif & gym;Diverses danses classiques & contemporaines;Apprentissage d'une langue;Apprentissage d'une langue;Musiques mixtes;;;;bercy@claje.asso.fr;charenton@claje.asso.fr;montgallet@claje.asso.fr;reuilly@claje.asso.fr;villiot@claje.asso.fr;140019558;;;;;Elisa;15/04/2014
2947;Miss Terroir;http://www.missterroir.fr/;3 rue Crozatier;75012;Paris;;;;;;;;;;;;;Cuisine française;Vins & mets / chocolats;;;;;;;;;missterroir@gmail.com;;;;;143415449;;;;;Omar;15/04/2014
2950;PariMultiGlisse;parimultiglisse.com;32 rue De Rottembourg;75012;Paris;Av Maurice d'Ocagne;75014;Paris;;;;;;;;;;Roller;;;;;;;;;;contact@parimultiglisse.com;;;;;664999120;;;;;Mehdi;15/04/2014
2956;APPL - La maison des sauveteurs;http://www.appl.asso.fr/;155 avenue parmentier;75010;Paris;115 bd de charonne;75011;Paris;178-184 rue Château Rentiers;75013;Paris;20 rue Saillard;75014;Paris;13 rue Hénard;75012;Paris;Badminton;Initiation natation;Perfectionnement natation;Coaching sportif & gym;;;;;;;appl@club.fr;contact@appl.asso.fr;;;;143420641;;;;;Mehdi;15/04/2014
2963;Université du Rire à Paris;rire-a-paris.com;4 avenue Courteline;75012;Paris;;;;;;;;;;;;;Yoga du rire;Relaxation & méditation;Coaching personnel;;;;;;;;francoise@rire-a-paris.com;;;;;613557150;143472822;;;;Zara;15/04/2014
2964;L'Apprenti Musicien;apprenti-musicien.com;4 Rue de Bercy;75012;Paris;;;;;;;;;;;;;Piano;Solfège;Violon, violoncelle & alto;Saxophone;Guitare acoustique;Accordéon;Guitare électrique;Eveil musical;Trompette;Trombone;apprenti-musicien@wanadoo.fr;;;;;143414431;;;;;Mehdi;15/04/2014
2966;Libre d'avancer;http://www.libredavancer.com/;295, rue de Charenton;75012;Paris;15, rue du Retrait;75020;Paris;4 rue Maurice Denis;75012;Paris;;;;;;;Chant choral;Eveil musical;;;;;;;;;tordjman.yaelle@orange.fr;;;;;142896404;620374479;140190320;;;Zara;15/04/2014
2967;Ecole Des Danses Latines Tropicales;http://www.salsadanse.com/;40 rue de cîteaux;75012;Paris;;;;;;;;;;;;;Salsa, Bachata & Chacha;Danses sportives standards & latines;Diverses danses classiques & contemporaines;;;;;;;;accueil@salsadanse.fr;;;;;143722626;;;;;Mehdi;15/04/2014
2969;Association Parisienne D'Attelage;http://aspada.ffe.com/;42 Rue Sibuet;75012;Paris;;;;;;;;;;;;;Equitation;Coaching sportif & gym;;;;;;;;;aspada@sfr.fr;;;;;;;;;;Mehdi;15/04/2014
2970;Barre au sol classique - Pierre Baur;http://barreausol.com/;43 - 49 allée Vivaldi;75012;Paris;;;;;;;;;;;;;Barre au sol classique;Barre au sol contemporaine;;;;;;;;;pierrebaur@sfr.fr;;;;;143070157;;;;;Mehdi;15/04/2014
2972;Le Théâtre du Frêne;theatredufrene.fr;42 avenue Laplace;94110;Arcueil;;;;;;;;;;;;;Théâtre amateurs;;;;;;;;;;theatre.dufrene@wanadoo.fr;;;;;149850657;143421825;;;;Guennole;15/04/2014
2973;Canne et Dragons;canne-et-dragons.org;43-49 Allée Vivaldi;75012;Paris;10 Rue Pierre Nicole;75005;Paris;6 place Bernard Halpern;75005;Paris;4 place jussieu;75005;Paris;;;;Arts martiaux autres;;;;;;;;;;contact@canne-et-dragons.org;;;;;678474712;662238464;;;;Fabrice;15/04/2014
2976;Céline Bulteau;coachingvocal.over-blog.com ;45 Rue des Meuniers;75012;Paris;11 rue André Antoine;75018;Paris;;;;;;;;;;Chant & instrument;Piano;Chant & instrument;;;;;;;;celine@coaching-vocal.com;contact@coaching-vocal.com;coachingvocal@yahoo.fr;;;624493779;;;;;Elisa;15/04/2014
2977;L'artist Event;lartistevent.com ;46-48 rue du Foubourg saint antoine;75012;Paris;9 Rue de Lappe;75011;Paris;;;;;;;;;;Tango, Chachacha, Samba, Forro & Mambo;Salsa, Bachata & Chacha;;;;;;;;;david@lartistevent.com;hmessili@yahoo.fr;;;;685966321;627781073;;;;Fabrice;15/04/2014
2980;L'Ecole du Vin;ecole-du-vin.fr;48 rue Baron Le Roy;75012;Paris;13 rue de la Paix;75002;paris;17 Quai Du Wault;59000;Lille;24 boulevard des Belges;69006;Lyon;;;;Cuisine européenne;Œnologie;;;;;;;;;info@ecoleduvin.com;communication@ecoleduvin.com;;;;143413394;;;;;Guennole;15/04/2014
2981;Paris Mambo;parismambo.com ;48 rue de la gare de Reuilly;75012;Paris;54 avenue phillippe auguste;75011;paris;;;;;;;;;;Tango, Chachacha, Samba, Forro & Mambo;Salsa, Bachata & Chacha;Danses sportives standards & latines;;;;;;;;contact@parismambo.com;;;;;172347954;612232233;;;;Zara;15/04/2014
2984;Yoga du Cachemire;yogaducachemire-paris.fr ;5 impasse Mousset;75012;Paris;;;;;;;;;;;;;Femmes enceintes;Yoga autres;Préparation à l'accouchement;;;;;;;;mariepierre.perrot@gmail.com;mpperrot-yoga@yahoo.fr;;;;616670433;177997511;;;;Zara;15/04/2014
2985;Présence Mobilité Danse - PMD;pmd-presence-mobilite-danse.Fr ;5 Impasse Mousset;75012;Paris;16 quai Claude Bernard;69007;Lyon;;;;;;;;;;Autres danses de société;;;;;;;;;;info@pmd-presence-mobilite-danse.fr;;;;;;;;;;Zara;15/04/2014
2986;ActivZen;loczen.com;5 passage Montgallet;75012;Paris;;;;;;;;;;;;;Psychothérapies;Arts martiaux autres;Coaching personnel;Sophrologie;Qi Gong;Tai Chi Chuan;Shiatsu;;;;loczen@gmail.com;;;;;608059115;177158736;;;;Youness;15/04/2014
2988;Paris Cycliste Olympique;http://pco75.com/;51 avenue de Gravelle;75012;Paris;;;;;;;;;;;;;Vélo & VTT;;;;;;;;;;apichristmas@gmail.com;tristan.horreaux@telecom-em.eu;;;;681533739;660839053;145180397;;;Mehdi;15/04/2014
2989;La Compagnie Guild;www.compagnieguild.com;83 rue du fbg saint denis;75010;Paris;7 rue des petites ecuries;75010;Paris;145 rue oberkampf;75011;Paris;18 rue santeuil;75005;Paris;;;;Théâtre amateurs;Pratiques théâtrales mixtes;Estime de soi & confiance;;;;;;;;contact@compagnieguild.com;;;;;650328344;;;;;Elisa;15/04/2014
2991;Atelier Re-Naissance;stagesdepeinture.fr;53 rue Traversière;75012;Paris;;;;;;;;;;;;;Peinture;Dessin ou peinture d'après modèle vivant;Copie de tableaux;;;;;;;;atefisch@club-internet.fr;atelier-re-naissance53@orange.fr;;;;953833870;680331690;663646270;;;Zara;15/04/2014
2992;Douce-Coach Mental;douce.com;56 rue Fecamp;75012;Paris;;;;;;;;;;;;;Coaching personnel;Relooking & conseil en image;;;;;;;;;douce@douce.com;;;;;683029594;146511085;;;;Elisa;15/04/2014
2995;Choeur Saint Antoine des Quinze-Vingt;saqv.fr ;57, rue Traversière;75012;Paris;;;;;;;;;;;;;Chant choral;Chant & instrument;;;;;;;;;choeurs@saqv.fr;paroisse@saqv.fr;;;;143423158;153171900;153171905;;;Fabrice;15/04/2014
3000;Danse Connexion;danseconnexion.com;6 rue Mousset Robert;75012;Paris;31 rue Victor Chevreuil;75012;Paris;;;;;;;;;;Yoga autres;Danse classique;Danse contemporaine & moderne;Jazz, Street Jazz & Modern jazz;Danse orientale;Théâtre amateurs;Flamenco;Improvisation théâtrale;;;wildurand@orange.fr;alto.isa@club-internet.fr;danse.connexion@aliceadsl.fr;sabrina.leguen@gmail.com;;143444028;;;;;Elisa;15/04/2014
3001;Izys;http://izysk.canalblog.com/;6 rue Mousset Robert;75012;Paris;;;;;;;;;;;;;Dessin;Peinture;Peinture acrylique;Aquarelle & lavis;;;;;;;izys@orange.fr;;;;;619926826;;;;;Mehdi;15/04/2014
3002;Sabrina Le Guen;cie-sabrina-le-guen.com;29 chemin du Clos Courché;78160;Marly Le Roi;;;;;;;;;;;;;Flamenco;Danse classique;;;;;;;;;sabrina.leguen@gmail.com;;;;;661978922;;;;;Mehdi;15/04/2014
3003;Virginie Gazon;;6 rue Mousset-Robert;75012;Paris;5 rue de la Révolution;93100;Montreuil;;;;;;;;;;Danse indienne & Bollywood;;;;;;;;;;vjaune@yahoo.fr;;;;;698385268;;;;;Zara;15/04/2014
3004;Aux Tesselles apprivoisées;cours-mosaique.com ;6, rue Michel Chasles;75012;Paris;;;;;;;;;;;;;Mosaïque décorative;;;;;;;;;;info@cours-mosaique.com;;;;;682975666;;;;;Fabrice;15/04/2014
3010;Ecole de DJ à Paris;http://kaithskool.com/;65 Rue Baron le Roy;75012;Paris;;;;;;;;;;;;;MAO (Musique Assistée par Ordinateur);Mixage & DJ;;;;;;;;;info@kaithskool.com;;;;;143401941;;;;;Mehdi;15/04/2014
3012;LFTP;lelftp.com;65 rue de Reuilly;75012;Paris;219 rue etienne marcel;93100;Montreuil;;;;;;;;;;Improvisation théâtrale;;;;;;;;;;administration@lelftp.com;;;;;698479009;;;;;Guennole;15/04/2014
3013;Curves Bastille;curves-paris.com;67 rue Charenton;75012;Paris;42 rue Albert Thomas;75010;Paris;;;;;;;;;;Autres danses de société;Cures jeunes mamans;Gymnastique douce, stretching & étirements;Relaxation & méditation;;;;;;;republique@curves-paris.com;;;;;140020072;;;;;Elisa;15/04/2014
3015;Paris Vovinam;paris.vovinam.fr;68 boulevard Poniatowski;75012;Paris;1 rue Francis Picabia;94000;Créteil;2 rue Kellermann;59100;Roubaix;;;;;;;Viet Vo Dao;;;;;;;;;;paris@vovinam.fr;;;;;664859072;;;;;Zara;15/04/2014
3016;Destination Musique;destination-musique.org;69, Boulevard de Reuilly;75012;Paris;1 rue Victor Chevreuil;75012;Paris;;;;;;;;;;Chant & instrument;Chant choral;Piano;Violon, violoncelle & alto;Guitare acoustique;;;;;;contact@destination-musique.org;;;;;666797360;143071598;;;;Elisa;15/04/2014
3018;Le Laminoir;lelaminoir.blogspot.fr;7 rue de Madagascar;75012;Paris;;;;;;;;;;;;;Création de bijoux;;;;;;;;;;atelier.laminoir@gmail.com;;;;;;;;;;Guennole;15/04/2014
3021;Délidémo;delidemo.over-blog.fr;70, rue du Rendez-vous;75012;Paris;;;;;;;;;;;;;Lecture à voix haute;Ateliers d'écriture;;;;;;;;;delidemo@orange.fr;;;;;153176119;;;;;Elisa;15/04/2014
3023;Paris Go-Spell;parisgospel2010.com;11 rue de la nativité;75012;Paris;;;;;;;;;;;;;Jazz & gospel;Chant & instrument;;;;;;;;;kalserco@gmail.com;mattnini@gmail.com;parisgospel2010@gmail.com;ruben_andria@yahoo.fr;;661774896;684772809;;;;Zara;15/04/2014
3024;Racing Club Paris 10;rcparis10.creeacom.net;;;;23 de Chabrol;75010;Paris;;;;;;;;;;Football;;;;;;;;;;rcparis10@lpiff.fr;;;;;619225461;;;;;Zara;15/04/2014
3029;Désord'Oeuvres;desordoeuvres.com;78 rue Traversière;75012;Paris;;;;;;;;;;;;;Perfectionnement à la photographie;Improvisation théâtrale;;;;;;;;;desordoeuvres@gmail.com;;;;;603101974;685478032;;;;Elisa;15/04/2014
3030;Théâtre de l'opprimé;theatredelopprime.com;78/80 rue du Charolais;75012;Paris;;;;;;;;;;;;;Théâtre forum;Formation d'acteurs;;;;;;;;;admintdo@orange.fr;resa@derisionnaires.org;progtdo@orange.fr;projetstdo@orange.fr;tanguy.lux@free.fr;143454571;143454574;143458120;;;Zara;15/04/2014
3031;Yamaha Music School;http://www.yamaha-music-school-paris-bercy.fr/;79 rue Bercy;75012;Paris;;;;;;;;;;;;;Chant & instrument;;;;;;;;;;ymsparisbercy@gmx.yamaha.com;;;;;146280088;;;;;Fabrice;15/04/2014
3032;Les Français Volants de Paris;francais-volants.org;8 Boulevard de Bercy;75012;Paris;;;;;;;;;;;;;Hockey;;;;;;;;;;contact-hockey@francais-volants.org;club.francais.volants@wanadoo.fr;fvp.artistique@wanadoo.fr;hockeyfv@gmail.com;;762332350;140026016;;;;Guennole;15/04/2014
3033;Mouvement Ebène;http://capoeira-paris.over-blog.com/;8 Boulevard de Bercy;75012;Paris;;;;;;;;;;;;;Capoeira;;;;;;;;;;ebene.capoeira@gmail.com;;;;;680738270;;;;;Mehdi;15/04/2014
3036;Académie Inter Musicale de Paris - 12ème;aimparis.fr;8 rue de Wattignies;75012;Paris;16 Villa Frederic Mistral;75015;Paris;85 rue l'Abbé Groult;75015;Paris;5 rue Boyer Barret;75014;Paris;8 rue Albert Bayer;75013;Paris;Chant & instrument;Dessin;Peinture;Autres arts plastiques;Improvisation théâtrale;Bande dessinée;;;;;am12@aimparis.fr;;;;;178766762;145650102;;;;Youness;15/04/2014
3039;Ecole de danse Terpsichore Paris;http://terpsichore-paris.fr/;89 cours de Vincennes;75012;Paris;;;;;;;;;;;;;Danse classique;Danse contemporaine & moderne;;;;;;;;;terpsichore-paris@wanadoo.fr;;;;;143452789;;;;;Mehdi;15/04/2014
3040;Grupo Senzala;http://www.capoeiraparis.fr/;80 rue Rendez Vous;75012;Paris;41 rue du Temple;75001;Paris;;;;;;;;;;Capoeira;;;;;;;;;;capoeiraparis.torpedo@gmail.com;mandiocalatina@gmail.com;torpedinho@gmail.com;;;660086507;650431264;;;;Guennole;15/04/2014
3041;Les Cercles De La Forme Cercle Bastille;cerclebastille.com;80 rue Traversière;75012;Paris;;;;;;;;;;;;;Pilates;Danse classique;Taekwondo;Karaté;Kung-fu;Arts martiaux autres;;;;;bertrand.bonelli@gmail.com;;;;;176340264;;;;;Fabrice;15/04/2014
3042;E.B.P.S 12;http://ebps12.fr/;29 Rue de la Lancette;75012;Paris;39 allée Vivaldi;75012;Paris;56 rue de Picpus;75012;Paris;74 avenue Daumesnil;75012;Paris;17 cité Moynet;75012;Paris;Badminton;;;;;;;;;;bureau@ebps12.fr;;;;;661144623;;;;;Mehdi;15/04/2014
3043;L'Atelier Sous Les Toits;http://lateliersouslestoits.free.fr/;84 rue de Charenton;75012;Paris;;;;;;;;;;;;;Ateliers d'écriture;;;;;;;;;;lateliersouslestoits@free.fr;;;;;143414872;;;;;Guennole;15/04/2014
3044;Waterbike Mieux Etre;mieuxetreparis.com;85 av Ledru Rollin;75012;Paris;131 bis Avenue de France;75013;Paris;;;;;;;;;;;;;;Aquabiking;;;;;;service@mieuxetreparis.com;;;;;176360403;144747834;;;;Zara;15/04/2014
3046;La Chorale Traversiere;choraletraversiere.free.fr ;87 rue du Charolais;75012;Paris;;;;;;;;;;;;;Chant choral;Chant & instrument;;;;;;;;;choraletraversiere@free.fr;;;;;143412357;;;;;Fabrice;15/04/2014
3048;Sam Paris 12;samparis12.org;Boulevard Poniatowski;75012;Paris;;;;;;;;;;;;;Course à pied, running & marathon;;;;;;;;;;samparis12@club-internet.fr;contact@samparis12.org;;;;143401287;782180890;;;;Zara;15/04/2014
3049;Funky Apaches Acap 12;;10 Place Léonard Bernstein;75012;Paris;;;;;;;;;;;;;Arts martiaux autres;;;;;;;;;;acap12@sfr.fr;;;;;624212131;;;;;Mehdi;15/04/2014
3050;Carpène Retailleau;http://www.carpene-retailleau-sf.org/;9 VILLA DU BEL AIR;75012;Paris;;;;;;;;;;;;;Préparation à l'accouchement;Chant prénatal;;;;;;;;;mcr.sf@orange.fr;;;;;140199618;;;;;Fabrice;15/04/2014
3051;Alphonse Tierou;tierou-doople.com;;;;11, avenue Vavin;75006;Paris;;;;;;;;;;Danse africaine & Afro jazz;;;;;;;;;;contact@tierou-doople.com;alphonse.tierou@worldonline.fr;;;;144734201;953402489;684071038;;;Youness;15/04/2014
3056;Bleu Passion;bleu-passion.fr;94, boulevard Poniatowski;75012;Paris;;;;;;;;;;;;;Plongée;Autres danses de société;Arts martiaux autres;;;;;;;;plongez@bleu-passion.fr;bleu.passion@wanadoo.fr;;;;143452629;143452629;;;;Fabrice;15/04/2014
3061;Amour et Creativite;https://sites.google.com/site/amour-et-creativite;Allée Vivaldi;75012;Paris;;;;;;;;;;;;;Yoga autres;Relaxation & méditation;;;;;;;;;sarahmaia@9online.fr;compagniesarahmaia@sfr.fr;;;;609759346;143316588;;;;Youness;15/04/2014
3062;Laura Brunon;laura.brunon.free.fr;Métro Porte Dorée;75012;Paris;;;;;;;;;;;;;Musiques mixtes;;Piano;;;;;;;;laura.brunon@wanadoo.fr;;;;;610839007;;;;;Guennole;15/04/2014
3063;Kagyu-dzong;http://kagyu-dzong.org/;Route de Ceinture du Lac Daumesnil;75012;Paris;;;;;;;;;;;;;Médecines alternatives;;;;;;;;;;contact@kagyu-dzong.org;;;;;140049806;;;;;Mehdi;15/04/2014
3065;Smael;;Place des Arts;69400;Villefranche-Sur-Saone;;;;;;;;;;;;;Clown;;;;;;;;;;smael54@hotmail.fr;;;;;174217644;631300368;;;;Zara;15/04/2014
3066;DOAI Vovinam Viet Vo Dao;doaivovinamparis.free.fr ;rue de la Nouvelle Calédonie;75012;Paris;;;;;;;;;;;;;Viet Vo Dao;Culture & civilisation;Coaching sportif & gym;;;;;;;;doaivovinamparis@hotmail.frm;vovinam_paris@hotmail.com;;;;610106018;662556373;;;;Elisa;15/04/2014
3067;Terre du Modèle Vivant;terredumodelevivant.fr ;rue de Reuilly;75012;Paris;;;;;;;;;;;;;Sculpture & taille de pierre;Céramique;;;;;;;;;info@terredumodelevivant.fr;;;;;626816543;;;;;Zara;15/04/2014
3068;Sophrologie et Harmonie;http://www.fabiennecheneau-sophrologie.fr/;5 impasse Mousset;75012;Paris;;;;;;;;;;;;;Sophrologie;;;;;;;;;;fabienne.cheneau@gmail.com;;;;;628295993;;;;;Mehdi;15/04/2014
3073;Espace NatBe;http://natbe.fr/;10 Boulevard Auguste Blanqui;75013;Paris;;;;;;;;;;;;;Sport & grossesse;Femmes enceintes;;;;;;;;;espacenatbe@natbe.fr;;;;;950426282;;;;;Mehdi;15/04/2014
3075;Salsa Picante;;10 rue Avocettes;75013;Paris;;;;;;;;;;;;;Salsa, Bachata & Chacha;;;;;;;;;;Assosalsapicante@hotmail.fr;elenathierry@gmail.com;contact@elegua.fr;;;629750055;;;;;Zara;15/04/2014
3076;La Rémanence des Mots;remanencedesmots.com;10 rue des Terres au Curé;75013;Paris;;;;;;;;;;;;;Ecriture & composition;Ateliers d'écriture;;;;;;;;;remanencedesmots@gmail.com;;;;;659733836;;;;;Guennole;15/04/2014
3080;Marie-Christine Caton;sophro-caton.fr ;103 rue du Chevaleret;75013;Paris;;;;;;;;;;;;;Sophrologie;;;;;;;;;;mch_caton@yahoo.fr;mariecatonsophrologie@gmail.com;;;;669422373;;;;;Guennole;15/04/2014
3082;Intensive Danse;intensive-danse.fr/pro;105 Rue de Tolbiac;75013;Paris;;;;;;;;;;;;;Zumba;Salsa, Bachata & Chacha;Tango argentin;Rock;;;;;;;intensive.danse@gmail.com;;;;;660371685;145841587;185080096;;;Mehdi;15/04/2014
3083;Paris Énergies Krav Maga;paris-kravmaga.com;270 rue Saint Jacques;75005;Paris;79 avenue de la République;75011;Paris;68 Boulevard Poniatowski;75012;Paris;28 rue Edgar Faure;75015;Paris;94 rue de Charonne;75011;Paris;Krav-maga;Self-défense;;;;;;;;;75pek75@gmail.com;;;;;145871320;;;;;Zara;15/04/2014
3084;Vagabondame;http://www.vagabondame.fr/;11 place Souham;75013;Paris;;;;;;;;;;;;;Guitare acoustique;Chant & instrument;Techniques vocales;;;;;;;;yannickdeloix@hotmail.com;;;;;666062275;;;;;Zara;15/04/2014
3087;GPA13;gpa13.online.fr ;184 rue du château des rentiers;75013;Paris;155 avenue Parmentier;75011;Paris;119 Bd Charles de Gaulle;92390;Villeneuve la Garenne;13 rue Caillaux;75013;Paris;;;;Plongée;;;;;;;;;;jeanpierreaubert@hotmail.com;gpa13@online.fr;;;;156617760;;;;;Mehdi;15/04/2014
3088;Ecole des Arts Chinois du Spectacle;http://eacs-arts.com/;11 rue Caillaux;75013;Paris;9 rue de la Croix Jarry;75013;Paris;43 rue Binelles;92310;Sèvres;;;;;;;Ateliers corps & mouvement;Opéra & écriture de livrets;Funambule & acrobate;;;;;;;;contact@eacs-arts.com;;;;;607490530;;;;;Mehdi;15/04/2014
3091;Compagnie Oxalie;oxalie-contes.com;11 rue Caillaux;75013;Paris;;;;;;;;;;;;;Lecture de contes;Percussions;;;;;;;;;cie.oxalie@gmail.com;;;;;659533087;;;;;Elisa;15/04/2014
3092;Compagnie Magdalena de Triana;flammeandco.y.teatro.free.fr;5 bis Rue Eugène Oudiné;75013;Paris;17 avenue Edison;75013;Paris;88 rue de la Glacière;75013;Paris;;;;;;;Flamenco;Danse contemporaine & moderne;;;;;;;;;magdalenadetriana@gmail.com;magdalenadetriana@yahoo.fr;;;;698589090;145709019;;;;Elisa;15/04/2014
3095;CSF - Nage avec palme;csvm.free.fr;1 rue Rouvet;75019;Paris;4 rue Denoyez;75020;Paris;;;;;;;;;;Initiation natation;Perfectionnement natation;;;;;;;;;csvm@free.fr;;;;;145886910;;;;;Elisa;15/04/2014
3096;Cercle Agua de Coco;aguadecoco.free.fr ;12, rue Cantagrel;75013;Paris;209 boulevard Vincent Auriol;75013;Paris;;;;;;;;;;Capoeira;Guitare acoustique;Chant choral;Percussions;Apprentissage d'une langue;;;;;;cercle.aguadecoco@laposte.net;;;;;145652036;;;;;Fabrice;15/04/2014
3097;Contrepied;contrepied.com ;Rue des Cadets de la France Libre;75013;Paris;5 boulevard Kellermann;75013;Paris;;;;;;;;;;Volley-ball;;;;;;;;;;secretariat@contrepied.com;;;;;;;;;;Elisa;15/04/2014
3099;L'Atelier Vocal;lateliervocal.org;rue de la Glaciere;75013;Paris;;;;;;;;;;;;;Techniques vocales;Chant choral;;;;;;;;;contact@lateliervocal.org;contact@atelier-vocal.fr;;;;659138942;603686323;148066346;;;Guennole;15/04/2014
3102;Valérie Franczak;http://www.spectable.com/atelier-theatre-adultes-paris-13eme-mercredi-soir-il-reste-des-places/165093;12 rue Charles Richet;75013;Paris;;;;;;;;;;;;;Mise en scène & expression scénique;Pratiques théâtrales mixtes;Théâtre amateurs;Techniques vocales;;;;;;;vfranczak@yahoo.fr;;;;;;;;;;Zara;15/04/2014
3104;Oh ! les mains;ohlesmains.org;12 rue gouthiere;75013;Paris;;;;;;;;;;;;;Création de bijoux;Dessin;Autres arts plastiques;;;;;;;;ohdegamme@gmail.com;;;;;145884668;;;;;Mehdi;15/04/2014
3107;Club de natation Domremy;http://cnd13natation.com/;;;;70 rue Dunois;75013;Paris;;;;;;;;;;Perfectionnement natation;Initiation natation;Aquagym;;;;;;;;natationcnd13@yahoo.fr;secretairecnd13@gmail.com;;;;686362882;;;;;Elisa;15/04/2014
3108;Laurence Gaudin;sophrologues.org/laurencegaudin ;126 Boulevard Blanqui;75013;Paris;;;;;;;;;;;;;Sophrologie;Sophrologie;Yoga autres;;;;;;;;ldgaudin@gmail.com;;;;;609440868;;;;;Guennole;15/04/2014
3110;Moderne Swing;https://sites.google.com/site/moderneswing/home;13 Rue Guyton de Morveau;75013;Paris;86, rue Yves Le Coz;78000;Versailles;;;;;;;;;;Danse classique;Danse contemporaine & moderne;Diverses danses classiques & contemporaines;;;;;;;;moderneswing@gmail.com;;;;;652509507;;;;;Mehdi;15/04/2014
3111;Sapna Family;sapnafamily.wix.com/bollywood ;13 rue Guyton de Morveau;75013;Paris;18 rue Youri Gagarine;94800;VilleJuif;36 rue Eugène-Massé;93190;Livry-Gargan;;;;;;;Danse indienne & Bollywood;Danse orientale;;;;;;;;;sapnafamily@live.fr;;;;;659953054;633557939;;;;Zara;15/04/2014
3115;AGEVP;agevp.com;132 avenue d’Italie;75013;Paris;;;;;;;;;;;;;Apprentissage d'une langue;Badminton;Ping-pong / tennis de table;Tennis;Volley-ball;;;;;;charlesfrederic.hong@gmail.com;;;;;611492965;;;;;Youness;15/04/2014
3116;Graines d'Ateliers;grainesdateliers.com;141 rue Léon-Maurice Nordmann;75013;Paris;;;;;;;;;;;;;Créations en papier;Dessin;Découverte dessin & peinture;;;;;;;;grainesdateliers@yahoo.fr;inscriptionateliers@yahoo.fr;;;;663067514;682383470;;;;Mehdi;15/04/2014
3119;I.M.S.P;suzuki-musiqueparis.org ;14 rue Fagon;75013;Paris;;;;;;;;;;;;;Chant & instrument;Piano;Violon, violoncelle & alto;Guitare acoustique;Flûtes & hautbois;Contrebasse;;;;;contact.imsp@online.fr;;;;;145836820;;;;;Mehdi;15/04/2014
3121;Association Taï Chi chuan Fu Mei Yi;http://quefaire.lestudio.mx/fiche/68661_tai_chi_chuan;47 avenue d'ivry;75013;Paris;;;;;;;;;;;;;Tai Chi Chuan;Self-défense;;;;;;;;;as.taichi@gmail.com;;;;;609766846;153611490;;;;Mehdi;15/04/2014
3122;Association Culturelle pour l'Expansion Musicale et Artistique - A.C.E.M;music-acem.com;148 boulevard Masséna;75013;Paris;;;;;;;;;;;;;Chant & instrument;Ensembles instrumentaux;Musiques mixtes;;;;;;;;contact@music-acem.com;;;;;143142111;143142152;;;;Youness;15/04/2014
3123;La Tapisserie au Point;point-contrepoint.com;15 bis rue de la Glacière;75013;Paris;;;;;;;;;;;;;Art du tissu;;;;;;;;;;veronique@latapisserieaupoint.com;;;;;143364317;664132876;;;;Guennole;15/04/2014
3125;Tennis Club du XIIIeme;tennisclub13.free.fr;15 rue des Hautes Formes;75013;Paris;;;;;;;;;;;;;Tennis;;;;;;;;;;tennisclub13eme@orange.fr;;;;;156610228;;;;;Zara;15/04/2014
3127;Le Squer Claudine;;151 rue Château des Rentiers;75013;Paris;;;;;;;;;;;;;Improvisation théâtrale;;;;;;;;;;cloarifa@yahoo.fr;;;;;614583834;183943557;;;;Guennole;15/04/2014
3128;Atelier de Recherche Chorégraphique;https://sites.google.com/site/olivieresper/;155 avenue de Choisy;75013;Paris;;;;;;;;;;;;;Danse classique;;;;;;;;;;gisele.esper@gmail.com;;;;;145708192;;;;;Fabrice;15/04/2014
3130;Academie Stephane Gildas;academie-stephane-gildas.fr;16 Rue de Tolbiac;75013;Paris;;;;;;;;;;;;;Approche de la vidéo;Formation d'acteurs;Montage vidéo;Théâtre amateurs;;;;;;;academie.stephanegildas@gmail.com;theatre.stephanegildas@gmail.com;;;;145830828;632218878;146338474;;;Youness;15/04/2014
3132;13 en Forme;13enforme-gym.com ;;;;234 rue tolbiac;75013;Paris;29 rue Boussingault;75013;Paris;66 avenue d'ivry;75013;paris;;;;Gymnastique acrobatique & trampoline;Gymnastique douce, stretching & étirements;Arts martiaux autres;;;;;;;;ass13.enforme@orange.fr;;;;;145892297;;;;;Youness;15/04/2014
3133;Sport et Culture à l'école;sportetculture.com;121, rue de la Glacière;75013;Paris;70 rue dunois;75013;Paris;;;;;;;;;;Initiation natation;Tennis;;;;;;;;;sce75013@yahoo.fr;;;;;623833178;;;;;Zara;15/04/2014
3134;Le Corps à Vivre;http://www.yoga-randonnee.fr;;26110;Nyons;;;;;;;;;;;;;Yoga et randonnée;Yoga autres;;;;;;;;;clairedechabot@aliceadsl.fr;;;;;;;;;;Fabrice;15/04/2014
